SymbolReannotated EnsemblReannotated
FAM107B ENSG00000065809
GALNTL1 ENSG00000100626
ANKRD36B ENSG00000196912
VSIG10 ENSG00000176834
SERTAD4 ENSG00000082497
IDS ENSG00000241489
PSAP ENSG00000197746
SSX2IP ENSG00000117155
PIM1 ENSG00000137193
ROBO3 ENSG00000154134
TMEM5 ENSG00000118600
ANKRD6 ENSG00000135299
DNAJC18 ENSG00000170464
GPN1 ENSG00000198522
EPB41L2 ENSG00000079819
PAICS ENSG00000128050
YPEL2 ENSG00000175155
MUCL1 ENSG00000172551
NOP16 ENSG00000048162
NFE2L3 ENSG00000050344
MRAP2 ENSG00000135324
LBH ENSG00000256261
ZNF395 ENSG00000186918
ATP6V1B2 ENSG00000147416
PTCD2 ENSG00000049883
ITLN2 ENSG00000158764
C20orf177 ENSG00000196227
TRAPPC2 ENSG00000196459
CDK14 ENSG00000058091
NKRF ENSG00000186416
UIMC1 ENSG00000087206
SLC16A9 ENSG00000165449
RPSA ENSG00000240087
XRCC6BP1 ENSG00000166896
CABYR ENSG00000154040
ANTXR1 ENSG00000169604
STAU2 ENSG00000040341
AMHR2 ENSG00000135409
FBXO21 ENSG00000135108
MAP4K4 ENSG00000233404
NFKB1 ENSG00000109320
ISCA1 ENSG00000135070
DYRK4 ENSG00000010219
SERTAD2 ENSG00000179833
PGM5 ENSG00000154330
TSR1 ENSG00000167721
TMSB4Y ENSG00000154620
MMP10 ENSG00000166670
TIMM22 ENSG00000177370
CRIM1 ENSG00000150938
FOXN3 ENSG00000053254
ADPRHL1 ENSG00000153531
MAN1C1 ENSG00000117643
PARVB ENSG00000188677
UGT8 ENSG00000174607
HOXA13 ENSG00000106031
RGS10 ENSG00000148908
SPATS2L ENSG00000196141
RALBP1 ENSG00000017797
LOC285074 ENSG00000231259
SESTD1 ENSG00000187231
FOXO3 ENSG00000118689
RPL36 ENSG00000130255
FBXW8 ENSG00000174989
FAM92A1 ENSG00000188343
DPYSL2 ENSG00000092964
PTTG1IP ENSG00000183255
KCNK3 ENSG00000171303
NUP155 ENSG00000113569
SCD5 ENSG00000145284
RFC3 ENSG00000133119
RPSA ENSG00000219773
GYG1 ENSG00000163754
FIG4 ENSG00000112367
RBFOX2 ENSG00000100320
WDR91 ENSG00000105875
SHMT1 ENSG00000176974
KAZN ENSG00000189337
LYRM4 ENSG00000214113
MTSS1 ENSG00000170873
UBE2G2 ENSG00000184787
TTC19 ENSG00000011295
KIF20A ENSG00000112984
POFUT1 ENSG00000101346
ANAPC5 ENSG00000089053
F2R ENSG00000181104
IRF6 ENSG00000117595
RAD51 ENSG00000051180
ING4 ENSG00000111653
FCHSD2 ENSG00000137478
ZBTB7B ENSG00000160685
BBX ENSG00000114439
BCL7A ENSG00000110987
PHF16 ENSG00000102221
LRP8 ENSG00000157193
ARID5B ENSG00000150347
SSBP3 ENSG00000224425
FUT4 ENSG00000196371
KLK2 ENSG00000167751
ITGA2 ENSG00000164171
H2AFJ ENSG00000246705
DSN1 ENSG00000149636
HLA-DMB ENSG00000242092
FLJ20021 ENSG00000254531
NETO1 ENSG00000166342
LGI2 ENSG00000153012
CDC16 ENSG00000130177
UQCC ENSG00000101019
WDR48 ENSG00000114742
MATN2 ENSG00000132561
MRPL11 ENSG00000174547
PLEKHO1 ENSG00000023902
SSH2 ENSG00000141298
AGAP1 ENSG00000157985
H2AFZ ENSG00000164032
TSPYL4 ENSG00000187189
CYB5D2 ENSG00000167740
NLGN1 ENSG00000169760
LOC441461 ENSG00000255145
CA8 ENSG00000178538
PRKAB2 ENSG00000131791
NRIP3 ENSG00000175352
BPHL ENSG00000137274
DEM1 ENSG00000164002
KIAA1024 ENSG00000169330
NPR3 ENSG00000181495
CTPS2 ENSG00000047230
CCDC109B ENSG00000005059
SEH1L ENSG00000085415
POGK ENSG00000143157
SERPINE2 ENSG00000135919
CCNB2 ENSG00000157456
POU2F1 ENSG00000143190
BTF3 ENSG00000145741
JAG1 ENSG00000101384
SMYD3 ENSG00000185420
SETMAR ENSG00000170364
ST6GAL1 ENSG00000073849
VGLL4 ENSG00000144560
RNF150 ENSG00000170153
GUSB ENSG00000169919
HMGB3 ENSG00000029993
RPL29 ENSG00000224993
THNSL1 ENSG00000185875
SOX13 ENSG00000143842
HLA-DPA1 ENSG00000235844
HEY1 ENSG00000164683
SLC23A2 ENSG00000089057
PPAT ENSG00000128059
B4GALT5 ENSG00000158470
BBS4 ENSG00000140463
MTAP ENSG00000099810
EME1 ENSG00000154920
PTGFRN ENSG00000134247
NCOA7 ENSG00000111912
CC2D2A ENSG00000048342
CAV1 ENSG00000105974
TMEM45A ENSG00000181458
C5orf62 ENSG00000256235
INHBB ENSG00000163083
TMEM18 ENSG00000151353
YWHAH ENSG00000128245
LOC113386 ENSG00000142396
BSDC1 ENSG00000160058
MICALCL ENSG00000133808
IRX5 ENSG00000176842
STX6 ENSG00000135823
LYSMD2 ENSG00000140280
ZNF189 ENSG00000136870
AKTIP ENSG00000166971
PAPL ENSG00000183760
TIPARP ENSG00000163659
MAP7D2 ENSG00000184368
CCDC74A ENSG00000163040
CCDC74B ENSG00000163040
SCCPDH ENSG00000143653
CNOT1 ENSG00000125107
PSD4 ENSG00000125637
LAMA3 ENSG00000053747
AK093551 ENSG00000196533
SLCO5A1 ENSG00000137571
PCDHB12 ENSG00000120328
LIMCH1 ENSG00000064042
EZH2 ENSG00000106462
FAHD2B ENSG00000144199
PPM1M ENSG00000164088
DTL ENSG00000143476
C8orf34 ENSG00000165084
AKAP2 ENSG00000243444
NONO ENSG00000147140
MANBA ENSG00000109323
ITM2C ENSG00000135916
EDARADD ENSG00000186197
C2orf15 ENSG00000241962
FAN1 ENSG00000198690
ORC6 ENSG00000091651
GALNT11 ENSG00000178234
SPC25 ENSG00000152253
PAXIP1 ENSG00000157212
IPO8 ENSG00000133704
C5orf13 ENSG00000134986
MICA ENSG00000183214
CCNDBP1 ENSG00000166946
LEF1 ENSG00000138795
CAMK2D ENSG00000145349
SPATA5L1 ENSG00000171763
RTN4 ENSG00000115310
BACE2 ENSG00000182240
MRPS27 ENSG00000113048
SUMF2 ENSG00000129103
PKP2 ENSG00000057294
DERA ENSG00000023697
SMO ENSG00000128602
QPCT ENSG00000115828
LRRN1 ENSG00000175928
RFC4 ENSG00000163918
COMMD6 ENSG00000188243
SNX33 ENSG00000173548
FAM185A ENSG00000222011
SNX1 ENSG00000028528
MS4A8B ENSG00000166959
RERG ENSG00000134533
CIRH1A ENSG00000141076
CHEK1 ENSG00000149554
DHRS1 ENSG00000157379
SCIN ENSG00000006747
MARCKS ENSG00000155130
SORL1 ENSG00000137642
ITPR1 ENSG00000150995
SCRN1 ENSG00000136193
SRD5A1 ENSG00000145545
PKP4 ENSG00000144283
NTPCR ENSG00000135778
STX2 ENSG00000111450
SEMA4D ENSG00000187764
DKFZp686O24166 ENSG00000188211
BTG3 ENSG00000154640
WBSCR27 ENSG00000165171
TSPAN3 ENSG00000140391
SETDB1 ENSG00000143379
TGFBR2 ENSG00000163513
RASD1 ENSG00000108551
ARL4A ENSG00000122644
PABPC4 ENSG00000258895
RRP1B ENSG00000160208
AADAT ENSG00000109576
NEDD4L ENSG00000049759
PHF19 ENSG00000119403
MXI1 ENSG00000119950
PAPSS2 ENSG00000198682
MBOAT1 ENSG00000172197
COL9A2 ENSG00000049089
NTN4 ENSG00000074527
SRPX ENSG00000101955
PITPNB ENSG00000180957
POLR3C ENSG00000186141
SPON2 ENSG00000159674
NOV ENSG00000136999
EFTUD1 ENSG00000140598
RPRM ENSG00000177519
BTG1 ENSG00000133639
FLT4 ENSG00000037280
CYP1A1 ENSG00000140465
RBMX ENSG00000147274
RNF125 ENSG00000101695
CMTM7 ENSG00000153551
GRHL2 ENSG00000083307
SNRK ENSG00000163788
WNT5B ENSG00000111186
RALGDS ENSG00000160271
SIAH1 ENSG00000196470
DHX33 ENSG00000005100
LAMB1 ENSG00000091136
AK130049 ENSG00000122870
DFNA5 ENSG00000105928
JUN ENSG00000177606
SRPK2 ENSG00000135250
PUS7 ENSG00000091127
SH3RF1 ENSG00000154447
DQ895289 ENSG00000215905
LPPR1 ENSG00000148123
ITGB2 ENSG00000160255
RAD54L ENSG00000085999
VARS ENSG00000231116
PARD6G ENSG00000178184
TRIB1 ENSG00000173334
ATL3 ENSG00000184743
LMO4 ENSG00000143013
DIMT1L ENSG00000086189
RHOB ENSG00000143878
ADCY3 ENSG00000138031
TMCC3 ENSG00000057704
HLA-B ENSG00000234745
TEX10 ENSG00000136891
ALDH2 ENSG00000111275
FAT1 ENSG00000083857
ACACA ENSG00000132142
SH3BGRL2 ENSG00000198478
MELK ENSG00000165304
TDP1 ENSG00000042088
SFTPA2 ENSG00000185303
KIAA0101 ENSG00000166803
FLNB ENSG00000136068
DPYSL4 ENSG00000151640
PDE4B ENSG00000184588
DKC1 ENSG00000130826
PPA1 ENSG00000180817
SETBP1 ENSG00000152217
SNX30 ENSG00000148158
C9orf123 ENSG00000137038
DPH5 ENSG00000117543
HNRNPC ENSG00000092199
TIMELESS ENSG00000111602
PKIB ENSG00000135549
SESN3 ENSG00000149212
ZFAND5 ENSG00000107372
NTM ENSG00000182667
TMEM70 ENSG00000175606
RDM1 ENSG00000187456
SERBP1 ENSG00000142864
SMYD2 ENSG00000143499
DSEL ENSG00000171451
MAP3K5 ENSG00000197442
GSTO1 ENSG00000148834
TNFAIP3 ENSG00000118503
DUT ENSG00000128951
PABPC4 ENSG00000090621
ASB9 ENSG00000102048
ATP9A ENSG00000054793
ITSN1 ENSG00000205726
SDC1 ENSG00000115884
GARNL3 ENSG00000136895
CLYBL ENSG00000125246
POLR1D ENSG00000186184
OGDHL ENSG00000197444
RASAL2 ENSG00000075391
TMEM194A ENSG00000166881
HADH ENSG00000138796
MECOM ENSG00000085276
TSPAN5 ENSG00000168785
EPHB6 ENSG00000106123
RPS4Y1 ENSG00000129824
OSBPL1A ENSG00000141447
EXT1 ENSG00000182197
DOCK2 ENSG00000134516
GADD45G ENSG00000130222
ZFP90 ENSG00000184939
PTPRK ENSG00000152894
E2F7 ENSG00000165891
DYRK2 ENSG00000127334
DPYSL3 ENSG00000113657
LPAR1 ENSG00000198121
ASAP1 ENSG00000153317
SIPA1L2 ENSG00000116991
KIAA1147 ENSG00000257093
EBF3 ENSG00000108001
RCN1 ENSG00000049449
PFKM ENSG00000152556
E2F5 ENSG00000133740
BEX2 ENSG00000133134
TSHZ1 ENSG00000179981
NCAPG2 ENSG00000146918
C4orf14 ENSG00000084092
TMEM178 ENSG00000152154
CA12 ENSG00000074410
ANKRD22 ENSG00000152766
CLIC1 ENSG00000206394
NGFRAP1 ENSG00000166681
USP13 ENSG00000058056
SYK ENSG00000165025
NASP ENSG00000132780
RTN1 ENSG00000139970
ESYT2 ENSG00000117868
RAI2 ENSG00000131831
ATG7 ENSG00000197548
EIF3L ENSG00000100129
METTL21B ENSG00000123427
LAPTM4B ENSG00000104341
SEPT3 ENSG00000100167
PHB2 ENSG00000215021
C15orf17 ENSG00000178761
SKP2 ENSG00000145604
C16orf75 ENSG00000175643
GINS2 ENSG00000131153
ST3GAL1 ENSG00000008513
MCM10 ENSG00000065328
LPXN ENSG00000110031
HS3ST1 ENSG00000002587
CD302 ENSG00000241399
ZNF462 ENSG00000148143
HAUS4 ENSG00000259132
MAFB ENSG00000204103
STXBP6 ENSG00000168952
EDC3 ENSG00000179151
DCBLD2 ENSG00000057019
RCCD1 ENSG00000166965
HNRNPA1L2 ENSG00000206228
FAM96A ENSG00000166797
RPL15 ENSG00000174748
FJX1 ENSG00000179431
SLC36A1 ENSG00000123643
F3 ENSG00000117525
C20orf201 ENSG00000171695
SFRP1 ENSG00000104332
CPA6 ENSG00000165078
ERRFI1 ENSG00000116285
ARHGDIB ENSG00000111348
MAOA ENSG00000189221
TFF1 ENSG00000160182
CCNB1IP1 ENSG00000100814
FAM60A ENSG00000139146
IPO5 ENSG00000065150
TNFRSF21 ENSG00000146072
ALDH5A1 ENSG00000112294
KIAA0353 ENSG00000182253
TMEM132A ENSG00000006118
SLC20A1 ENSG00000144136
BZW2 ENSG00000136261
RAI14 ENSG00000039560
KIAA0247 ENSG00000100647
FAM105A ENSG00000145569
ALB ENSG00000163631
PPP3CA ENSG00000138814
COCH ENSG00000100473
EIF3H ENSG00000147677
PRR16 ENSG00000184838
LYPD6B ENSG00000150556
SESN1 ENSG00000080546
C11orf96 ENSG00000187479
BMP2 ENSG00000125845
ADSSL1 ENSG00000185100
UPB1 ENSG00000100024
HHAT ENSG00000054392
KIAA1467 ENSG00000084444
STC2 ENSG00000113739
RCL1 ENSG00000243754
TMC5 ENSG00000103534
MCM6 ENSG00000076003
NCALD ENSG00000104490
SALL2 ENSG00000165821
PRAC ENSG00000159182
ACER3 ENSG00000078124
DACH1 ENSG00000165659
PRKD1 ENSG00000184304
HTRA1 ENSG00000166033
CCDC115 ENSG00000136710
hNp95 ENSG00000034063
KIR2DL4 ENSG00000215764
BARD1 ENSG00000138376
FAM134B ENSG00000154153
FHDC1 ENSG00000137460
JAM3 ENSG00000166086
RELN ENSG00000189056
MID1 ENSG00000101871
IMPDH2 ENSG00000178035
USP54 ENSG00000166348
RRM1 ENSG00000167325
FAM117B ENSG00000138439
CDCA7 ENSG00000144354
BCL11A ENSG00000119866
CRMP1 ENSG00000072832
PLA2G7 ENSG00000146070
PPAP2B ENSG00000162407
CADM1 ENSG00000182985
CNKSR3 ENSG00000153721
RASSF2 ENSG00000101265
FSTL1 ENSG00000163430
CEP68 ENSG00000011523
RIMBP3 ENSG00000183246
ZNF277 ENSG00000183246
REXO2 ENSG00000076043
PHLDA1 ENSG00000139289
HSD17B6 ENSG00000025423
A1CF ENSG00000148584
FAM171A1 ENSG00000148468
C15orf48 ENSG00000166920
E2F3 ENSG00000112242
RDH10 ENSG00000121039
KHDRBS3 ENSG00000131773
NUDT22 ENSG00000149761
NMT2 ENSG00000152465
WNT2 ENSG00000105989
C6orf48 ENSG00000234728
GNG4 ENSG00000168243
SGK1 ENSG00000118515
ZNF385B ENSG00000144331
CITED4 ENSG00000179862
ITPRIP ENSG00000148841
C7orf41 ENSG00000180354
THBS1 ENSG00000137801
C11orf92 ENSG00000196167
CMBL ENSG00000164237
TTR ENSG00000118271
COLEC12 ENSG00000158270
KIAA1199 ENSG00000103888
ZNF277 ENSG00000198839
AKR1C3 ENSG00000196139
LTA4H ENSG00000111144
ITM2A ENSG00000078596
SYTL2 ENSG00000137501
REEP1 ENSG00000068615
COL4A2 ENSG00000134871
